Date,Value
2010-01-31,100.0
2010-02-28,102.27342638115944
2010-03-31,108.36539365300257
2010-04-30,104.01755090287175
2010-05-31,99.9416642143194
2010-06-30,108.12001558676496
2010-07-31,119.38586179987738
2010-08-31,132.3718010900734
2010-09-30,141.23554158813224
2010-10-31,135.67389162412445
2010-11-30,126.1249231399203
2010-12-31,128.33552472058557
2011-01-31,121.20197435462397
2011-02-28,121.01148259436832
2011-03-31,131.36541336329228
2011-04-30,135.91206764660654
2011-05-31,129.2599507200224
2011-06-30,126.93380788509083
2011-07-31,140.96146687885468
2011-08-31,133.5565116552077
2011-09-30,110.64082191634552
2011-10-31,114.2445657434855
2011-11-30,118.58488139591034
2011-12-31,120.5818271841944
2012-01-31,134.32485926269285
2012-02-29,139.88829519875105
2012-03-31,138.6783293956281
2012-04-30,150.579712480529
2012-05-31,141.64914213877694
2012-06-30,133.6905724997465
2012-07-31,138.41107211012917
2012-08-31,142.15715295601743
2012-09-30,156.89968595997064
2012-10-31,167.39332588437085
2012-11-30,176.73929572498966
2012-12-31,189.1380577174194
2013-01-31,211.98781179435144
2013-02-28,237.8455781764059
2013-03-31,249.10105734061193
2013-04-30,250.37247637863942
2013-05-31,241.77854910188134
2013-06-30,205.28154386416756
2013-07-31,198.94874555589647
2013-08-31,173.41398986872082
2013-09-30,192.25760104424165
2013-10-31,198.71228272959988
2013-11-30,183.2109178362782
2013-12-31,171.32179497807022
2014-01-31,168.060365189297
2014-02-28,179.4694181497444
2014-03-31,182.2639995393249
2014-04-30,190.32924440065818
2014-05-31,191.91793831697404
2014-06-30,205.59098789111636
2014-07-31,204.87506302153133
2014-08-31,213.84759568728006
2014-09-30,220.18239539571488
2014-10-31,225.1291506663644
2014-11-30,226.5611666624045
2014-12-31,209.038119799216
2015-01-31,228.2264010389366
2015-02-28,236.77894713135328
2015-03-31,219.61378403368883
2015-04-30,226.014900872534
2015-05-31,222.27682561506347
2015-06-30,225.22329751360215
2015-07-31,219.47685428773033
2015-08-31,204.8559115325773
2015-09-30,205.22872939812746
2015-10-31,209.35603363031547
2015-11-30,203.48691408431412
2015-12-31,201.68609175819077
2016-01-31,192.16385669787687
2016-02-29,191.728396058085
2016-03-31,202.16307351105928
2016-04-30,205.41722724510464
2016-05-31,205.34013126246612
2016-06-30,211.81007014984758
2016-07-31,220.00648097922374
2016-08-31,222.44345047098003
2016-09-30,210.92595137206231
2016-10-31,207.64145182011276
2016-11-30,204.80125029165865
2016-12-31,210.24758679861532
2017-01-31,214.8609745871544
2017-02-28,213.58826518433008
2017-03-31,218.25769468085423
2017-04-30,219.1201688117746
2017-05-31,217.85403003748414
2017-06-30,219.0525467317304
2017-07-31,215.85491085741614
2017-08-31,216.23443141938696
2017-09-30,224.1099240501866
2017-10-31,223.9848872505425
2017-11-30,220.0834735056248
2017-12-31,222.77905544206408
2018-01-31,224.27905330289138
2018-02-28,219.48771844508693
2018-03-31,213.06216802460435
2018-04-30,211.0034020050779
2018-05-31,208.3423919009105
2018-06-30,191.7560867968282
2018-07-31,207.044088045568
2018-08-31,211.50123960267436
2018-09-30,214.74477207509204
2018-10-31,201.31302312854956
2018-11-30,199.072467511083
2018-12-31,190.10124921281007
2019-01-31,204.02368096499845
2019-02-28,202.9346328060601
2019-03-31,202.0670329192176
2019-04-30,203.90352059419902
2019-05-31,197.76045078229737
2019-06-30,208.45615708694484
2019-07-31,200.73652493109742
2019-08-31,190.54110608289426
2019-09-30,184.7397592079425
2019-10-31,172.79134433384786
2019-11-30,172.830830668924
2019-12-31,172.5688853730289
2020-01-31,164.589516887621
2020-02-29,145.22722922263043
2020-03-31,124.67658186448378
2020-04-30,141.50883276862928
2020-05-31,142.45799190313556
2020-06-30,147.5195353041573
2020-07-31,148.8554169178947
2020-08-31,143.94601715920632
2020-09-30,132.65365435334985
2020-10-31,128.4124907661914
2020-11-30,150.3288718977223
2020-12-31,149.16550731188798
2021-01-31,149.3368833963181
2021-02-28,150.3932546210846
2021-03-31,166.61482567846272
2021-04-30,172.8762879314622
2021-05-31,170.94967884366937
2021-06-30,168.6039495373076
2021-07-31,158.99658999333238
2021-08-31,169.2871513515952
2021-09-30,163.86512383844044
2021-10-31,170.08177150280946
2021-11-30,159.26150869950476
2021-12-31,167.57235328332308
2022-01-31,167.5407178853283
2022-02-28,168.24974643162548
2022-03-31,168.0310560265653
2022-04-30,165.96846886793742
2022-05-31,165.72511362206194
2022-06-30,160.1866172900337
2022-07-31,161.1715060153192
2022-08-31,164.30820158037403
2022-09-30,156.63791078341455
2022-10-31,160.75416632566555
2022-11-30,167.20890816835788
2022-12-31,170.09271159471632
2023-01-31,171.3475929546534
2023-02-28,166.72719790136833
2023-03-31,160.5344311697304
2023-04-30,158.8413343981563
2023-05-31,154.47056042484277
2023-06-30,152.25386682503364
2023-07-31,155.75998729478155
2023-08-31,156.8301578857098
2023-09-30,146.31847568251715
2023-10-31,140.095096494445
2023-11-30,143.2110944826942
2023-12-31,148.8265762250428
2024-01-31,139.33671691591348
2024-02-29,139.96981009531072
2024-03-31,137.59934072236953
2024-04-30,135.0835507675684
2024-05-31,128.2162394352886
2024-06-30,120.35775159364862
2024-07-31,118.99117964498357
2024-08-31,123.32649375058014
2024-09-30,134.8842890710114
2024-10-31,126.32766112925975
2024-11-30,118.5368184259368
2024-12-31,112.99429589751462
2025-01-31,104.72392580534387
2025-02-28,96.22045172717043
2025-03-31,95.68902564585308
2025-04-30,97.43083574045893
2025-05-31,93.63882934984339
2025-06-30,90.4554473429962
2025-07-31,102.24471020440238
2025-08-31,103.58293760798387
2025-09-30,111.32151250330563
2025-10-31,103.68768454539965
2025-11-30,99.36281014430413